"ID","Species_Eng","CommonName","Classification","Classification2"
42566,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
42567,"Quercus sp.","oaks","acorn","Wild Nuts"
46455,"Quercus aliena","oriental white oak","acorn","Wild Nuts"
46454,"Quercus aliena?","oriental white oak?","acorn","Wild Nuts"
46472,"Quercus aliena","oriental white oak","acorn","Wild Nuts"
46456,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
46460,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
46461,"Juglans mandshurica var. cordiformis /","manchurian walnut","walnut","Wild Nuts"
46459,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
46458,"Lithocarpus edulis","common stone oak","acorn","Wild Nuts"
47582,"Oryza sativa","rice","crop (rice)","Millets + Rice"
47583,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
28253,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
28249,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
28250,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
28248,"Quercus sp.","oaks","acorn","Wild Nuts"
28247,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
53892,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
7860,"Quercus sp.","oaks","acorn","Wild Nuts"
6282,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
6286,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
6280,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
9134,"Quercus acutissima?","sawtooth oak?","acorn","Wild Nuts"
9128,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
9130,"Fagus japonica","Japanese beech","beechnut","Wild Nuts"
9131,"Quercus serrata","jolcham oak","acorn","Wild Nuts"
9132,"Quercus crispula","mizunara oak","acorn","Wild Nuts"
9135,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
9147,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
8530,"Quercus sect. Quercus","white oaks","acorn","Wild Nuts"
8524,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
8532,"Fagaceae","beech and oaks family","acorn / beechnut","Wild Nuts"
8549,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
8551,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
8526,"Fagus crenata","Japanese beech","beechnut","Wild Nuts"
8708,"Fagus crenata","Japanese beech","beechnut","Wild Nuts"
8573,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
8739,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
8545,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
8705,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
8519,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
8518,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
8544,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
8721,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
8546,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
54116,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
54117,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
30960,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
30959,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
30961,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
44245,"Oryza sativa","rice","crop (rice)","Millets + Rice"
44235,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
38211,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
38212,"Quercus sp.","oaks","acorn","Wild Nuts"
38210,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
58037,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
32549,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
32547,"Oryza sativa","rice","crop (rice)","Millets + Rice"
32548,"Oryza sativa","rice","crop (rice)","Millets + Rice"
21946,"Oryza sativa","rice","crop (rice)","Millets + Rice"
21958,"Oryza sativa","rice","crop (rice)","Millets + Rice"
54473,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
57689,"Castanopsis cuspidata","Japanese chinquapin","beechnut","Wild Nuts"
58576,"Quercus sp.","oaks","acorn","Wild Nuts"
58575,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
3338,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
3362,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
3590,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
4242,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
4516,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
4535,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
4838,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
5135,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
5425,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
5430,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
17047,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
33726,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
33950,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
61547,"?Setaria italica","?foxtail millet","crop (millet)","Millets + Rice"
3359,"Oryza sativa","rice","crop (rice)","Millets + Rice"
3587,"Oryza sativa","rice","crop (rice)","Millets + Rice"
4513,"Oryza sativa","rice","crop (rice)","Millets + Rice"
4532,"Oryza sativa","rice","crop (rice)","Millets + Rice"
4835,"Oryza sativa","rice","crop (rice)","Millets + Rice"
5132,"Oryza sativa","rice","crop (rice)","Millets + Rice"
5429,"Oryza sativa","rice","crop (rice)","Millets + Rice"
7337,"Oryza sativa","rice","crop (rice)","Millets + Rice"
13623,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
14710,"Oryza sativa","rice","crop (rice)","Millets + Rice"
17042,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
33722,"Oryza sativa","rice","crop (rice)","Millets + Rice"
35553,"Oryza sativa","rice","crop (rice)","Millets + Rice"
61546,"Oryza sativa","rice","crop (rice)","Millets + Rice"
33718,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
41320,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
17048,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
3376,"Quercus sp.","oaks","acorn","Wild Nuts"
17049,"Quercus sp.","oaks","acorn","Wild Nuts"
49858,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
3364,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
4518,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
4537,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
4840,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
5137,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
33727,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
3292,"Oryza sativa","rice","crop (rice)","Millets + Rice"
3324,"Oryza sativa","rice","crop (rice)","Millets + Rice"
3336,"Oryza sativa","rice","crop (rice)","Millets + Rice"
49864,"Oryza sativa","rice","crop (rice)","Millets + Rice"
13622,"Juglans mandshurica var. cordiformis /","manchurian walnut","walnut","Wild Nuts"
3618,"Oryza sativa","rice","crop (rice)","Millets + Rice"
4063,"Oryza sativa","rice","crop (rice)","Millets + Rice"
16994,"Quercus acuta","Japanese evergreen","acorn","Wild Nuts"
14090,"Quercus serrata","jolcham oak","acorn","Wild Nuts"
12241,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
6736,"Quercus sp.","oaks","acorn","Wild Nuts"
12556,"Quercus sp.","oaks","acorn","Wild Nuts"
26102,"Quercus sp.","oaks","acorn","Wild Nuts"
12443,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
50010,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
55605,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
62216,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
6766,"Fagus crenata","Japanese beech","beechnut","Wild Nuts"
10658,"Fagus crenata","Japanese beech","beechnut","Wild Nuts"
26582,"Fagaceae","beech and oaks family","acorn / beechnut","Wild Nuts"
12874,"Quercus serrata","jolcham oak","acorn","Wild Nuts"
3601,"Fagus crenata","Japanese beech","beechnut","Wild Nuts"
4034,"Fagus crenata","Japanese beech","beechnut","Wild Nuts"
41188,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
41424,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
8233,"Oryza sativa","rice","crop (rice)","Millets + Rice"
8281,"Oryza sativa","rice","crop (rice)","Millets + Rice"
13307,"Oryza sativa","rice","crop (rice)","Millets + Rice"
30493,"Oryza sativa","rice","crop (rice)","Millets + Rice"
31455,"Oryza sativa","rice","crop (rice)","Millets + Rice"
31456,"Oryza sativa","rice","crop (rice)","Millets + Rice"
31476,"Oryza sativa","rice","crop (rice)","Millets + Rice"
32436,"Oryza sativa","rice","crop (rice)","Millets + Rice"
34608,"Oryza sativa","rice","crop (rice)","Millets + Rice"
34710,"Oryza sativa","rice","crop (rice)","Millets + Rice"
34742,"Oryza sativa","rice","crop (rice)","Millets + Rice"
40811,"Oryza sativa","rice","crop (rice)","Millets + Rice"
41266,"Oryza sativa","rice","crop (rice)","Millets + Rice"
42790,"Oryza sativa","rice","crop (rice)","Millets + Rice"
44673,"Oryza sativa","rice","crop (rice)","Millets + Rice"
58669,"Oryza sativa","rice","crop (rice)","Millets + Rice"
60609,"Oryza sativa","rice","crop (rice)","Millets + Rice"
41187,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
41425,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
35663,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
34609,"?Setaria italica","?foxtail millet","crop (millet)","Millets + Rice"
8057,"Oryza sativa","rice","crop (rice)","Millets + Rice"
31477,"Oryza sativa","rice","crop (rice)","Millets + Rice"
32437,"Oryza sativa","rice","crop (rice)","Millets + Rice"
35662,"Oryza sativa","rice","crop (rice)","Millets + Rice"
34611,"cf. Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
41421,"Oryza sativa","rice","crop (rice)","Millets + Rice"
41346,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
41345,"Quercus aliena","oriental white oak","acorn","Wild Nuts"
41495,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
3328,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
3658,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
3736,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
3941,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
4157,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
6126,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
7326,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
14480,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
14311,"Oryza sativa","rice","crop (rice)","Millets + Rice"
14475,"Oryza sativa","rice","crop (rice)","Millets + Rice"
15842,"Oryza sativa","rice","crop (rice)","Millets + Rice"
31593,"Oryza sativa","rice","crop (rice)","Millets + Rice"
3592,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
3738,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
3942,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
4159,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
6128,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
3402,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
3696,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
8803,"Oryza sativa","rice","crop (rice)","Millets + Rice"
15578,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
15577,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
8804,"Oryza sativa","rice","crop (rice)","Millets + Rice"
62546,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
3543,"Quercus acutissima","sawtooth oak","acorn","Wild Nuts"
3377,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
7652,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
25061,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
26027,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
26083,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
7480,"cf. Corylus sp.","hazel","hazelnut","Wild Nuts"
4182,"Quercus sp.","oaks","acorn","Wild Nuts"
7207,"Quercus sp.","oaks","acorn","Wild Nuts"
7481,"Quercus sp.","oaks","acorn","Wild Nuts"
11435,"Quercus sp.","oaks","acorn","Wild Nuts"
12717,"Quercus sp.","oaks","acorn","Wild Nuts"
62547,"Quercus sp.","oaks","acorn","Wild Nuts"
6829,"Quercus section Cerris [acutissima]","sawtooth oak","acorn","Wild Nuts"
25062,"Fagaceae","beech and oaks family","acorn / beechnut","Wild Nuts"
33574,"Fagaceae","beech and oaks family","acorn / beechnut","Wild Nuts"
4033,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
7254,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
7316,"Quercus sp.","oaks","acorn","Wild Nuts"
7258,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
7253,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
3378,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
7252,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
5787,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
14345,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
18544,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
33526,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
33660,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
33964,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
34744,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
35665,"Setaria italica?","foxtail millet?","crop (millet)","Millets + Rice"
3549,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
3677,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
11114,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
11814,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
31478,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
34323,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
34427,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
15534,"Setaria italica/Panicum miliaceum","foxtail/proso milllet","crop (millet)","Millets + Rice"
3357,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
3382,"?Setaria italica","?foxtail millet","crop (millet)","Millets + Rice"
26029,"?Setaria italica","?foxtail millet","crop (millet)","Millets + Rice"
35664,"?Setaria italica","?foxtail millet","crop (millet)","Millets + Rice"
3356,"Oryza sativa","rice","crop (rice)","Millets + Rice"
3380,"Oryza sativa","rice","crop (rice)","Millets + Rice"
3399,"Oryza sativa","rice","crop (rice)","Millets + Rice"
3548,"Oryza sativa","rice","crop (rice)","Millets + Rice"
3617,"Oryza sativa","rice","crop (rice)","Millets + Rice"
3673,"Oryza sativa","rice","crop (rice)","Millets + Rice"
3694,"Oryza sativa","rice","crop (rice)","Millets + Rice"
3703,"Oryza sativa","rice","crop (rice)","Millets + Rice"
3723,"Oryza sativa","rice","crop (rice)","Millets + Rice"
5191,"Oryza sativa","rice","crop (rice)","Millets + Rice"
5756,"Oryza sativa","rice","crop (rice)","Millets + Rice"
5786,"Oryza sativa","rice","crop (rice)","Millets + Rice"
7074,"Oryza sativa","rice","crop (rice)","Millets + Rice"
7261,"Oryza sativa","rice","crop (rice)","Millets + Rice"
7322,"Oryza sativa","rice","crop (rice)","Millets + Rice"
7487,"Oryza sativa","rice","crop (rice)","Millets + Rice"
7673,"Oryza sativa","rice","crop (rice)","Millets + Rice"
7829,"Oryza sativa","rice","crop (rice)","Millets + Rice"
8119,"Oryza sativa","rice","crop (rice)","Millets + Rice"
10539,"Oryza sativa","rice","crop (rice)","Millets + Rice"
10686,"Oryza sativa","rice","crop (rice)","Millets + Rice"
11414,"Oryza sativa","rice","crop (rice)","Millets + Rice"
11813,"Oryza sativa","rice","crop (rice)","Millets + Rice"
12880,"Oryza sativa","rice","crop (rice)","Millets + Rice"
14031,"Oryza sativa","rice","crop (rice)","Millets + Rice"
14108,"Oryza sativa","rice","crop (rice)","Millets + Rice"
14312,"Oryza sativa","rice","crop (rice)","Millets + Rice"
14340,"Oryza sativa","rice","crop (rice)","Millets + Rice"
14469,"Oryza sativa","rice","crop (rice)","Millets + Rice"
14472,"Oryza sativa","rice","crop (rice)","Millets + Rice"
15533,"Oryza sativa","rice","crop (rice)","Millets + Rice"
15843,"Oryza sativa","rice","crop (rice)","Millets + Rice"
17399,"Oryza sativa","rice","crop (rice)","Millets + Rice"
17731,"Oryza sativa","rice","crop (rice)","Millets + Rice"
18448,"Oryza sativa","rice","crop (rice)","Millets + Rice"
18542,"Oryza sativa","rice","crop (rice)","Millets + Rice"
18799,"Oryza sativa","rice","crop (rice)","Millets + Rice"
20323,"Oryza sativa","rice","crop (rice)","Millets + Rice"
25774,"Oryza sativa","rice","crop (rice)","Millets + Rice"
26028,"Oryza sativa","rice","crop (rice)","Millets + Rice"
26086,"Oryza sativa","rice","crop (rice)","Millets + Rice"
26306,"Oryza sativa","rice","crop (rice)","Millets + Rice"
33230,"Oryza sativa","rice","crop (rice)","Millets + Rice"
33521,"Oryza sativa","rice","crop (rice)","Millets + Rice"
33579,"Oryza sativa","rice","crop (rice)","Millets + Rice"
33664,"Oryza sativa","rice","crop (rice)","Millets + Rice"
33960,"Oryza sativa","rice","crop (rice)","Millets + Rice"
34322,"Oryza sativa","rice","crop (rice)","Millets + Rice"
34425,"Oryza sativa","rice","crop (rice)","Millets + Rice"
3403,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
14478,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
26307,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
33951,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
33663,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
34741,"Oryza sativa","rice","crop (rice)","Millets + Rice"
16995,"Quercus acuta","Japanese evergreen","acorn","Wild Nuts"
24747,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
26601,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
15579,"?Setaria italica","?foxtail millet","crop (millet)","Millets + Rice"
58662,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
3655,"Oryza sativa","rice","crop (rice)","Millets + Rice"
3938,"Oryza sativa","rice","crop (rice)","Millets + Rice"
